pair_id,primary_barrier_openai,feasibility_openai,specific_conflict_openai,additional_barriers_openai,reasoning_openai,primary_barrier_claude,feasibility_claude,specific_conflict_claude,additional_barriers_claude,reasoning_claude,barrier_l1_openai,barrier_l1_claude
FOODAPS_0338,CC.1,F3,"FOODAPS asks about shifts worked, while ACS asks for an estimate of hours worked.",[],The primary barrier is a construct definition difference; the questions measure fundamentally different aspects of work.,CC.1,F3,FOODAPS asks about shift type/schedule (categorical classification); ACS asks about hours per week (quantitative measure with estimation qualifier),['RS.1'],Fundamentally different constructs. Shift type is a categorical work schedule attribute while hours per week is a quantitative measure. The ACS estimation qualifier does not bridge this conceptual gap.,CC,CC
FOODAPS_0339,CC.1,F3,"FOODAPS asks about shifts worked, while ACS asks if the person worked every week in the past year.",[],The primary barrier is a construct definition difference; the questions measure fundamentally different aspects of work.,CC.1,F3,FOODAPS asks about shift type/schedule (categorical classification); ACS asks about year-round work status (binary/categorical about work continuity),"['TC.1', 'RS.1']","Multiple barriers prevent consolidation. Primary issue is construct mismatch: shift type is a schedule classification while work continuity is a temporal employment pattern. Additionally, ACS uses 12-month retrospective reference period while FOODAPS asks about usual/normal practice.",CC,CC
FOODAPS_0340,CC.1,F3,"FOODAPS asks about shifts worked, while ACS asks how many weeks worked in the past year.",[],The primary barrier is a construct definition difference; the questions measure fundamentally different aspects of work.,CC.1,F3,FOODAPS asks about shift type/schedule (categorical classification); ACS asks about weeks worked in past 12 months (quantitative measure),"['TC.1', 'RS.1']","Multiple barriers prevent consolidation. Primary issue is construct mismatch: shift type is a schedule classification while weeks worked is a quantitative employment measure. Additionally, ACS uses 12-month retrospective reference period while FOODAPS asks about usual practice.",CC,CC
FOODAPS_0341,CC.1,F3,"FOODAPS asks about shifts worked, while ACS asks about hours worked per week.",[],The primary barrier is a construct definition difference; the questions measure fundamentally different aspects of work.,CC.1,F3,FOODAPS asks about shift type/schedule (categorical classification); ACS asks about hours per week in weeks worked (quantitative measure),"['TC.1', 'RS.1']","Multiple barriers prevent consolidation. Primary issue is construct mismatch: shift type is a categorical schedule attribute while hours per week is a quantitative measure. Additionally, ACS uses 12-month retrospective reference period while FOODAPS asks about usual practice.",CC,CC
FOODAPS_0342,CC.1,F3,"FOODAPS asks about shifts worked across all jobs, while ACS asks about hours worked per week.",[],The primary barrier is a construct definition difference; the questions measure fundamentally different aspects of work.,CC.1,F3,FOODAPS asks about shift type/schedule across all jobs (categorical classification); ACS asks about hours per week at a specific rate (quantitative measure),"['CC.4', 'RS.1']","Multiple barriers prevent consolidation. Primary issue is construct mismatch: shift type is a categorical schedule attribute while hours per week is a quantitative measure. Secondary issue is scope: FOODAPS covers all jobs while ACS asks about a specific rate/job, and shift type cannot be aggregated to hours per week.",CC,CC
FOODAPS_0343,CC.2,F3,"FOODAPS asks about shifts worked, while ACS asks about hours worked per week.",[],The core constructs being measured are fundamentally different; one focuses on shifts and the other on hours.,CC.1,F3,FOODAPS asks about shift type/pattern (categorical: day/night/rotating); ACS asks about hours per week (quantitative measure),[],"These questions measure fundamentally different constructs. Shift pattern is a categorical work schedule characteristic, while hours per week is a quantitative measure of work intensity. They cannot be mechanically recoded or statistically adjusted to produce equivalent data.",CC,CC
FOODAPS_0344,CC.2,F3,"FOODAPS asks about shifts worked, while ACS asks about hours worked per week.",[],The core constructs being measured are fundamentally different; one focuses on shifts and the other on hours.,CC.1,F3,FOODAPS asks about shift type/pattern (categorical: day/night/rotating); ACS asks about hours per week (quantitative measure),[],"These questions measure fundamentally different constructs. Shift pattern is a categorical work schedule characteristic, while hours per week is a quantitative measure of work intensity. They cannot be mechanically recoded or statistically adjusted to produce equivalent data.",CC,CC
FOODAPS_0345,CC.2,F3,"FOODAPS asks about shifts worked, while ACS asks about hours worked per week.",[],The core constructs being measured are fundamentally different; one focuses on shifts and the other on hours.,CC.1,F3,FOODAPS asks about shift type/pattern (categorical: day/night/rotating); ACS asks about hours per week (quantitative measure),[],"These questions measure fundamentally different constructs. Shift pattern is a categorical work schedule characteristic, while hours per week is a quantitative measure of work intensity. They cannot be mechanically recoded or statistically adjusted to produce equivalent data.",CC,CC
FOODAPS_0346,CC.2,F3,"FOODAPS asks about shifts worked, while ACS asks for an estimate of hours worked.",[],The core constructs being measured are fundamentally different; one focuses on shifts and the other on hours.,CC.1,F3,FOODAPS asks about shift type/pattern (categorical: day/night/rotating); ACS asks about hours per week (quantitative measure),[],"These questions measure fundamentally different constructs. Shift pattern is a categorical work schedule characteristic, while hours per week is a quantitative measure of work intensity. They cannot be mechanically recoded or statistically adjusted to produce equivalent data.",CC,CC
FOODAPS_0347,TC.2,F3,"FOODAPS asks about shifts, while ACS asks if the person worked every week in the past 12 months.",['CC.2'],The temporal framing and core constructs are incompatible; one is about shifts and the other about weekly work frequency.,CC.1,F3,FOODAPS asks about shift type/pattern; ACS asks about work continuity (yes/no: worked every week in past 12 months),['TC.1'],"Fundamentally different constructs: shift pattern vs. work continuity. Additionally, ACS has explicit 12-month retrospective reference period while FOODAPS appears to ask about usual/current shift pattern.",TC,CC
FOODAPS_0348,TC.2,F3,"FOODAPS asks about shifts, while ACS asks how many weeks were worked in the past 12 months.",['CC.2'],The temporal framing and core constructs are incompatible; one is about shifts and the other about weeks worked.,CC.1,F3,FOODAPS asks about shift type/pattern; ACS asks about number of weeks worked in past 12 months,['TC.1'],"Fundamentally different constructs: shift pattern (categorical schedule type) vs. weeks worked (quantitative measure of work frequency). Additionally, ACS has explicit 12-month retrospective reference while FOODAPS asks about usual pattern.",TC,CC
